"m49_code","country","region","cpc_code","commodity","year","loss_percentage","loss_percentage_original","loss_quantity","activity","food_supply_stage","treatment","cause_of_loss","sample_size","method_data_collection","reference","url","notes"
"51","Armenia",,"01234","Tomatoes",2013,3,"3%",,"Packaging, Processing","Processing",,"","","Survey","ukoeste (2014), food losses and waste in europe and central asia draft synthesis report prepared by ulrich koester, janine empen, thore holm 2013",," Reference has been generated automatically"
"51","Armenia",,"01234","Tomatoes",2013,2,"2%",,"Distribution","Wholesale",,"","","Survey","ukoeste (2014), food losses and waste in europe and central asia draft synthesis report prepared by ulrich koester, janine empen, thore holm 2013",," Reference has been generated automatically"
"51","Armenia",,"01234","Tomatoes",2009,26,"26%",,,"Processing",,"","","Survey","user1 (2014), food losses and waste in armenia country report prepared by vardan urutyan, phd 2013",," Reference has been generated automatically"
"51","Armenia",,"01234","Tomatoes",2009,27,"27%",,,"Farm",,"","","Survey","user1 (2014), food losses and waste in armenia country report prepared by vardan urutyan, phd 2013",," Reference has been generated automatically"
"51","Armenia",,"01234","Tomatoes",2009,11,"11%",,,"Households",,"","","Survey","user1 (2014), food losses and waste in armenia country report prepared by vardan urutyan, phd 2013",," Reference has been generated automatically"
"51","Armenia",,"01234","Tomatoes",2009,18,"18%",,,"Wholesale",,"","","Survey","user1 (2014), food losses and waste in armenia country report prepared by vardan urutyan, phd 2013",," Reference has been generated automatically"
"51","Armenia",,"01234","Tomatoes",2009,18,"18%",,,"Storage",,"","","Survey","user1 (2014), food losses and waste in armenia country report prepared by vardan urutyan, phd 2013",," Reference has been generated automatically"
"524","Nepal",,"01234","Tomatoes",2005,3,"3",,,"Farm",,,,"Literature Review","Udas et al, 2005","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"524","Nepal",,"01234","Tomatoes",2005,7,"7",,,"Retail",,,,"Literature Review","Udas et al, 2005","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"524","Nepal",,"01234","Tomatoes",2003,18.1,"18.1%",,"Storage","Storage","Three quarter red tomato",,,"Literature Review","Asian Productivity Organization and Food and Agriculture Organization of the United Nations",,
"524","Nepal",,"01234","Tomatoes",2003,25.2,"25.2%",,"Storage","Storage","Fully ripe tomato",,,"Literature Review","Asian Productivity Organization and Food and Agriculture Organization of the United Nations",,
"524","Nepal",,"01234","Tomatoes",2003,14,"14%",,"Storage","Storage","a quarter red tomato",,,"Literature Review","Asian Productivity Organization and Food and Agriculture Organization of the United Nations",,
"524","Nepal","Kathmandu from Kapurkot, Salyan (western hills) and Lal Bandi, Sarlahi (Terai)","01234","Tomatoes",2001,35,"35",,,"Transport",,,,,"Sharma 2001/2002.","http://www.apo-tokyo.org/00e-books/AG-18_PostHarvest/AG-18_PostHarvest.pdf",
"524","Nepal","Kapurkot, Salyan, Nepal to Azadpur market, New Delhi, India","01234","Tomatoes",2000,1.33,"1.33",,,"Export",,,,,"MDD 1999/ 2000","http://www.apo-tokyo.org/00e-books/AG-18_PostHarvest/AG-18_PostHarvest.pdf",
"524","Nepal","Syangja (mid hills) to Butwal (markets in the plains)","01234","Tomatoes",2000,23,"23",,,"Transport",,"Transport",,,"Bajracharya 2000","http://www.apo-tokyo.org/00e-books/AG-18_PostHarvest/AG-18_PostHarvest.pdf",
"524","Nepal","Kapurkot, Shalyan, Nepal to Sitapur market Lucknow, India","01234","Tomatoes",2000,10,"10",,,"Export",,,,,"MDD 1999/ 2000","http://www.apo-tokyo.org/00e-books/AG-18_PostHarvest/AG-18_PostHarvest.pdf",
"562","Niger",,"01234","Tomatoes",2015,15,"15%",,,"Post-harvest",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from Tröger et al 2007 Reference has been generated automatically"
"566","Nigeria",,"01234","Tomatoes",2015,28,"28%",,"Transportation","Transport",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from Tröger et al 2007 Reference has been generated automatically"
"566","Nigeria",,"01234","Tomatoes",2015,20,"20%",,"Farm","Farm",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from Tröger et al 2007 Reference has been generated automatically"
"566","Nigeria",,"01234","Tomatoes",2010,20,"20%",,"Harvesting","Harvest",,,"60","Survey","Olayemi F. F., Adegbola J. A., Bamishaiye E. I. and Daura A. M. (2010)",,
"566","Nigeria",,"01234","Tomatoes",2010,28,"28%",,"Transportation","Transport",,,"60","Survey","Olayemi F. F., Adegbola J. A., Bamishaiye E. I. and Daura A. M. (2010)",,
"566","Nigeria",,"01234","Tomatoes",2010,28,"28",,,"Transport",,,"60",,"Olayemi F. F., Adegbola J. A., Bamishaiye E. I. and Daura A. M","http://www.measurepostharvestlosses.com/sites/default/files/survtomatoeph.pdf",
"566","Nigeria",,"01234","Tomatoes",2010,20,"20",,,"Farm",,,"60",,"Olayemi F. F., Adegbola J. A., Bamishaiye E. I. and Daura A. M","http://www.measurepostharvestlosses.com/sites/default/files/survtomatoeph.pdf",
"586","Pakistan",,"01234","Tomatoes",2015,20,"20%",,,"Post-harvest",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from Mujib et al 2007 Reference has been generated automatically"
"586","Pakistan",,"01234","Tomatoes",2015,22,"22%",,,"Post-harvest",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from Zulfiqar et al 2005 Reference has been generated automatically"
"586","Pakistan",,"01234","Tomatoes",2007,20,"20",,,,,,,"Literature Review","Mujib et al 2007","http://ucanr.edu/datastoreFiles/234-1847.pdf; http://ucce.ucdavis.edu/files/datastore/234-1848.pdf",
"591","Panama","Chiriqui","01234","Tomatoes",2013,24,"18-30",,,,,,,,,"http://www.forumdofuturo.com.br/site/wp-content/uploads/2015/08/IICA.-2013.-Post-Harvest-Losses-in-Latin-America-and-the-Caribbean.pdf",
"608","Philippines","Laguna","01234","Tomatoes",2018,12.9,"12.9%",,"Retailing","Retail",,"","","Survey","OKB (2018), capacity development and technical support to generate an evidence base to inform the scale up of postharvest loss reduction of selected horticultural crops, toward achieving sdg 123 in the philippines",," Reference has been generated automatically"
"608","Philippines","Laguna","01234","Tomatoes",2018,1.475,"1.475%","98.6kgs","Collection, Distribution, Marketing, Wholesale","Market",,"","","Survey","OKB (2018), capacity development and technical support to generate an evidence base to inform the scale up of postharvest loss reduction of selected horticultural crops, toward achieving sdg 123 in the philippines",," Reference has been generated automatically"
"608","Philippines","Laguna","01234","Tomatoes",2018,0.6,"0.6%",,"Packaging","Packing",,"","","Survey","OKB (2018), capacity development and technical support to generate an evidence base to inform the scale up of postharvest loss reduction of selected horticultural crops, toward achieving sdg 123 in the philippines",," Reference has been generated automatically"
"608","Philippines","Laguna","01234","Tomatoes",2018,3.6,"3.6%",,"Wholesale","Wholesale",,"","","Survey","OKB (2018), capacity development and technical support to generate an evidence base to inform the scale up of postharvest loss reduction of selected horticultural crops, toward achieving sdg 123 in the philippines",," Reference has been generated automatically"
"608","Philippines","Nueva","01234","Tomatoes",2018,0.515,"0.515%","39.2kgs","Collection, Distribution, Marketing, Wholesale","Market",,"","","Survey","OKB (2018), capacity development and technical support to generate an evidence base to inform the scale up of postharvest loss reduction of selected horticultural crops, toward achieving sdg 123 in the philippines",," Reference has been generated automatically"
"608","Philippines","Calabarzon","01234","Tomatoes",2018,7.806,"7.806%","41.4kga","Marketing, Retailing, Wholesale","Wholesale",,"","","Survey","OKB (2018), capacity development and technical support to generate an evidence base to inform the scale up of postharvest loss reduction of selected horticultural crops, toward achieving sdg 123 in the philippines",," Reference has been generated automatically"
"608","Philippines","Laguna","01234","Tomatoes",2018,0.277,"0.277%","31.6kgs","Farm, Sorting","Farm",,"","","Survey","OKB (2018), capacity development and technical support to generate an evidence base to inform the scale up of postharvest loss reduction of selected horticultural crops, toward achieving sdg 123 in the philippines",," Reference has been generated automatically"
"608","Philippines","Nueva","01234","Tomatoes",2018,4.161,"4.161%","393.4","Farm, Sorting","Farm",,"","","Survey","OKB (2018), capacity development and technical support to generate an evidence base to inform the scale up of postharvest loss reduction of selected horticultural crops, toward achieving sdg 123 in the philippines",," Reference has been generated automatically"
"608","Philippines","Mindanao, Philippines","01234","Tomatoes",2011,10.8,"10.8",,,"Wholesale",,"Spoilage","127","Survey","Llanto et al","http://aciar.gov.au/files/pr139.pdf",
"646","Rwanda",,"01234","Tomatoes",2015,10.7,"10.7%",,"Wholesale","Wholesale",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from Okoh 1997 Reference has been generated automatically"
"646","Rwanda",,"01234","Tomatoes",2015,14.7,"14.7%",,"Retailing","Retail",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from WFLO 2010 Reference has been generated automatically"
"646","Rwanda",,"01234","Tomatoes",2015,7.8,"7.8%",,"Farm","Farm",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from Okoh 1997 Reference has been generated automatically"
"646","Rwanda",,"01234","Tomatoes",2010,4.9,"2-7.8",,,"Farm",,"rough handling, the effects of high ambient temperatures and poor quality package","10","Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2010,10.6,"6.5-14.7",,,"Retail",,"rough handling, the effects of high ambient temperatures and poor quality package","10","Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2010,10.6,"6.5-14.7",,,"Wholesale",,"rough handling, the effects of high ambient temperatures and poor quality package","10","Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2009,10.7,"10.7",,,"Wholesale",,"Physical Losses","10, planning project",,"ISAR/KIST","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2009,14.7,"14.7",,,"Retail",,"Physical Losses","10, planning project",,"ISAR/KIST","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2009,11,"11",,"Grading, Sorting","Wholesale",,"Mechanical Damage","10, planning project","Case Study","ISAR/KIST","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2009,6,"6",,"Grading, Sorting","Farm",,"Decay","10, planning project","Case Study","ISAR/KIST","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2009,12.5,"12.5",,"Grading, Sorting","Retail",,"Mechanical Damage","10, planning project","Case Study","ISAR/KIST","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2009,7,"7",,"Grading, Sorting","Wholesale",,"Decay","10, planning project","Case Study","ISAR/KIST","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2009,7.8,"7.8",,,"Farm",,"Physical Losses","10, planning project",,"ISAR/KIST","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2009,2,"2",,"Grading, Sorting","Farm",,"Mechanical Damage","10, planning project","Case Study","ISAR/KIST","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"646","Rwanda",,"01234","Tomatoes",2009,6.5,"6.5",,"Grading, Sorting","Retail",,"Decay","10, planning project","Case Study","ISAR/KIST","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"662","Saint Lucia",,"01234","Tomatoes",2015,5,"5%",,"Retailing","Retail",,,,"Survey","FAO (2015)",,
"662","Saint Lucia",,"01234","Tomatoes",2015,7,"7%",,"Harvesting","Harvest",,,,"Survey","FAO (2015)",,
"662","Saint Lucia",,"01234","Tomatoes",2015,8,"8%",,"Processing","Processing",,,,"Survey","FAO (2015)",,
"682","Saudi Arabia",,"01234","Tomatoes",2019,23,"23%",,"Farm, Manufacturing, Transportation","Whole supply chain",,"","","Modelled Estimates","National program for reducing flw in ksa (2019), Saudi FLW baseline. Food Loss and Food Waste Index in the Kingdom of Saudi Arabia",," Reference has been generated automatically"
"682","Saudi Arabia",,"01234","Tomatoes",2015,17,"17%",,,"Post-harvest",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from Al-Kahtani and Kaleefah 2011 Reference has been generated automatically"
"704","Viet Nam",,"01234","Tomatoes",2015,19.1,"19.1%",,,"Post-harvest",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from Weinberger et al 2008 Reference has been generated automatically"
"704","Viet Nam",,"01234","Tomatoes",2008,19.1,"19.1",,,"Whole supply chain",,"","","Survey","Weinberger et al 2008","http://ucce.ucdavis.edu/files/datastore/234-1479.pdf",""
"76","Brazil",,"01234","Tomatoes",2003,30,"30",,,"Whole supply chain",,"","","Literature Review","Vilela et al, 2003","http://ucanr.edu/datastoreFiles/234-1847.pdf","Sourced from Vilela et al, 2003"
"780","Trinidad and Tobago",,"01234","Tomatoes",2015,7,"7%",,"Harvesting","Harvest",,,,"Survey","FAO (2015)",,
"780","Trinidad and Tobago",,"01234","Tomatoes",2015,8,"8%",,"Packaging","Processing",,,,"Survey","FAO (2015)",,
"780","Trinidad and Tobago",,"01234","Tomatoes",2015,12,"12%",,"Retailing","Retail",,,,"Survey","FAO (2015)",,
"780","Trinidad and Tobago",,"01234","Tomatoes",2013,29.5,"24-35",,,,,"Dry/Wet Seasons",,,,"http://www.forumdofuturo.com.br/site/wp-content/uploads/2015/08/IICA.-2013.-Post-Harvest-Losses-in-Latin-America-and-the-Caribbean.pdf",
"818","Egypt","Sharkia and Nubaria","01234","Tomatoes",2017,29,"29%",,"Retailing","Retail",,"","","Literature Review","Reducing food loss and waste in the Near East and North Africa   (2023), Reducing food loss and waste in the Near East and North Africa",," Reference has been generated automatically"
"818","Egypt","Sharkia and Nubaria","01234","Tomatoes",2017,35,"35%",,"Farm","Farm",,"","","Literature Review","Reducing food loss and waste in the Near East and North Africa   (2023), Reducing food loss and waste in the Near East and North Africa",," Reference has been generated automatically"
"818","Egypt","Sharkia and Nubaria","01234","Tomatoes",2017,40,"40%",,"Wholesale","Wholesale",,"","","Literature Review","Reducing food loss and waste in the Near East and North Africa   (2023), Reducing food loss and waste in the Near East and North Africa",," Reference has been generated automatically"
"818","Egypt",,"01234","Tomatoes",2015,15,"15%",,,"Post-harvest",,"","","Literature Review","Lisa Kitinoja (2015), measuring postharvest losses of fresh fruits and vegetables in developing countries",,"Sourced from El Shazly et al 2009 Reference has been generated automatically"
"818","Egypt",,"01234","Tomatoes",2013,43,"43%",,,"Post-harvest",,"","","Literature Review","NA (2010), Different definitions of food waste with respect to the complexities of food supply chains (fscs)are discussed.an international literature review found a dearth of data on food waste and estimates var",,"Sourced from Blond 1984 Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2018,2.75,"2.5- 3%",,"Retailing","Retail",,"","","Literature Review","Ron Porat;Amnon Lichter;Leon A. Terry;Roger Harker;Jean Buzby (2018), Postharvest losses of fruit and vegetables during retail and in consumers’ homes: Quantifications, causes, and means of prevention",," Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2018,4,"3- 5%",,"Packaging","Processing",,"","","Literature Review","Ron Porat;Amnon Lichter;Leon A. Terry;Roger Harker;Jean Buzby (2018), Postharvest losses of fruit and vegetables during retail and in consumers’ homes: Quantifications, causes, and means of prevention",," Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2018,5,"5%",,"Farm","Farm",,"","","Literature Review","Ron Porat;Amnon Lichter;Leon A. Terry;Roger Harker;Jean Buzby (2018), Postharvest losses of fruit and vegetables during retail and in consumers’ homes: Quantifications, causes, and means of prevention",," Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2018,7,"7%",,"Grading","Farm",,"","","Literature Review","Ron Porat;Amnon Lichter;Leon A. Terry;Roger Harker;Jean Buzby (2018), Postharvest losses of fruit and vegetables during retail and in consumers’ homes: Quantifications, causes, and means of prevention",," Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2014,2.75,"2.5- 3%",,"Retailing","Retail",,"","","Survey","Carlos Mena;Leon A. Terry;Adrian Williams;Lisa Ellram (2014), Causes of waste across multi-tier supply networks: Cases in the UK food sector",," Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2014,4,"3–5%",,"Packaging","Packing",,"","","Survey","Carlos Mena;Leon A. Terry;Adrian Williams;Lisa Ellram (2014), Causes of waste across multi-tier supply networks: Cases in the UK food sector",," Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2014,7,"7%",,"Grading","Grading",,"","","Survey","Carlos Mena;Leon A. Terry;Adrian Williams;Lisa Ellram (2014), Causes of waste across multi-tier supply networks: Cases in the UK food sector",," Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2011,4,"3.0-5",,,"Packing",,"main causes of this were a mismatch in supply and demand or cosmetic and quality related",,"FLW Protocol","WRAP, 2011","https://feedbackglobal.org/wp/wp-content/uploads/2018/02/Farm_waste_report_.pdf",
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2011,2.75,"2.5-3",,,"Retail",,"main causes of this were a mismatch in supply and demand or cosmetic and quality related",,"FLW Protocol","WRAP, 2011","https://feedbackglobal.org/wp/wp-content/uploads/2018/02/Farm_waste_report_.pdf",
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2011,7,"7",,,"Grading",,"main causes of this were a mismatch in supply and demand or cosmetic and quality related",,"FLW Protocol","WRAP, 2011","https://feedbackglobal.org/wp/wp-content/uploads/2018/02/Farm_waste_report_.pdf",
"826","United Kingdom of Great Britain and Northern Ireland",,"01234","Tomatoes",2011,5,"5",,,"Farm",,"main causes of this were a mismatch in supply and demand or cosmetic and quality related",,"FLW Protocol","WRAP, 2011","https://feedbackglobal.org/wp/wp-content/uploads/2018/02/Farm_waste_report_.pdf",
"834","United Republic of Tanzania",,"01234","Tomatoes",2018,0.8,"0.8%",,"Wholesale","Wholesale",,"","","Survey","NA (2019), REPUBLICH OF TANZANIA. FOOD LOSSES ANALYSIS: CAUSES AND SOLUTIONS THE TOMATO SUB-SECTOR FINAL REPORT July 2018",," Reference has been generated automatically"
"834","United Republic of Tanzania",,"01234","Tomatoes",2018,18.3,"18.3%",,"Harvesting","Harvest",,"","","Survey","NA (2019), REPUBLICH OF TANZANIA. FOOD LOSSES ANALYSIS: CAUSES AND SOLUTIONS THE TOMATO SUB-SECTOR FINAL REPORT July 2018",," Reference has been generated automatically"
"834","United Republic of Tanzania",,"01234","Tomatoes",2018,6.3,"6.3%",,"Collection","Collector",,"","","Survey","NA (2019), REPUBLICH OF TANZANIA. FOOD LOSSES ANALYSIS: CAUSES AND SOLUTIONS THE TOMATO SUB-SECTOR FINAL REPORT July 2018",," Reference has been generated automatically"
"834","United Republic of Tanzania",,"01234","Tomatoes",2018,36.9,"36.9%",,,"Whole supply chain",,"","","Survey","NA (2019), REPUBLICH OF TANZANIA. FOOD LOSSES ANALYSIS: CAUSES AND SOLUTIONS THE TOMATO SUB-SECTOR FINAL REPORT July 2018",," Reference has been generated automatically"
"834","United Republic of Tanzania",,"01234","Tomatoes",2018,7.5,"7.5%",,"Marketing, Wholesale","Market",,"","","Survey","NA (2019), REPUBLICH OF TANZANIA. FOOD LOSSES ANALYSIS: CAUSES AND SOLUTIONS THE TOMATO SUB-SECTOR FINAL REPORT July 2018",," Reference has been generated automatically"
"834","United Republic of Tanzania",,"01234","Tomatoes",2018,5.1,"5.1%",,"Transportation","Transport",,"","","Survey","NA (2019), REPUBLICH OF TANZANIA. FOOD LOSSES ANALYSIS: CAUSES AND SOLUTIONS THE TOMATO SUB-SECTOR FINAL REPORT July 2018",," Reference has been generated automatically"
"834","United Republic of Tanzania",,"01234","Tomatoes",2018,1.6,"1.6%",,"Retailing","Retail",,"","","Survey","NA (2019), REPUBLICH OF TANZANIA. FOOD LOSSES ANALYSIS: CAUSES AND SOLUTIONS THE TOMATO SUB-SECTOR FINAL REPORT July 2018",," Reference has been generated automatically"
"834","United Republic of Tanzania",,"01234","Tomatoes",2018,12.3,"12.3%",,"Farm","Farm",,"","","Survey","NA (2019), REPUBLICH OF TANZANIA. FOOD LOSSES ANALYSIS: CAUSES AND SOLUTIONS THE TOMATO SUB-SECTOR FINAL REPORT July 2018",," Reference has been generated automatically"
"834","United Republic of Tanzania","Kariakoo Central Market","01234","Tomatoes",2005,50,"50",,,"Retail",,,"single store","Literature Review","Ohiokpehai et al (2005 p.9)","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"840","United States of America",,"01234","Tomatoes",2019,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2018,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2018,14.5,"14.5%",,"Retailing","Retail",,"","","Modelled Estimates","Ron Porat;Amnon Lichter;Leon A. Terry;Roger Harker;Jean Buzby (2018), Postharvest losses of fruit and vegetables during retail and in consumers’ homes: Quantifications, causes, and means of prevention",," Reference has been generated automatically"
"840","United States of America",,"01234","Tomatoes",2017,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2016,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2015,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2014,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2013,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2012,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2011,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2010,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2009,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2008,31,"31%",,"Consumption, Retailing","Households","Fresh","","","Modelled Estimates","NA (2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",," Reference has been generated automatically"
"840","United States of America",,"01234","Tomatoes",2008,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2007,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2006,12,"12",,,"Retail",,,,"Modelled Estimates","Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University.",,
"840","United States of America",,"01234","Tomatoes",2006,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2005,14.4,"14.4",,,"Retail",,,,"Modelled Estimates","Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University.",,
"840","United States of America",,"01234","Tomatoes",2005,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2004,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2003,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2002,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2001,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"01234","Tomatoes",2000,15,"15",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
